b51fb9762f1de6cecb3cbeb085ed731bd04bfc8da97ff4d1763f3dbe603e4491,8dfd9dd36a1354d4400f7c097619a80abf987fb4083b3c246d47c6de6edd4987,05172864f4dbfcac2f5ea58619a40ed1ea99ca55f07c176decb40f7e61a1929e,10e16b35b463d45f38f68a83b3c65c2ca8feb4bfdbe552e2ac92ef1ad00d2fd8,4b1b1b38636dbcbf50ce137b86751daf6ca166750e701a808f581adf3a87d2c9,35be4e2f10d6ddbb788e6a898c5b43540f920fbf58764e1de323fd74617931dc,b7d4464857cae5fd297ee44b6be1015a253022b8eb09279be9cf521697e22f89,7d21b0a84cca1882783de13d1c5bb410658455cab9ceace8655275494b7cb27f,b9a73a9564370a8c548665f0ceec4c9f96342c1eb2aa0c4a7f05477ccee1f95b,34c6ddc6276c70deb37e4e92d5ba8d5e0c182a794b6b7bddb8c74190ad5e3b81,47645ed2aa403705bdd9484729f656a851c368f461eafad4f3178c79a4d8cb81,604152312f56c4e4b75fb1b428e65e1bdb5108d5dedda03f21624ce2800120e9
"2015/12/17 15:00:00","9999","0","【增益者】魔法防禦力提升專精Lv2","2030/04/24 14:59:59","83302","0","0","增益者職階的專精強化用素材。可以用來強化魔法防禦力提升。","0","34","0"
"2015/12/17 15:00:00","9999","0","【增益者】魔法防禦力提升專精Lv3","2030/04/24 14:59:59","83303","0","0","增益者職階的專精強化用素材。可以用來強化魔法防禦力提升。","0","34","0"
"2015/12/17 15:00:00","9999","0","【增益者】魔法防禦力提升專精Lv4","2030/04/24 14:59:59","83304","0","0","增益者職階的專精強化用素材。可以用來強化魔法防禦力提升。","0","34","0"
"2015/12/17 15:00:00","9999","0","【增益者】魔法防禦力提升專精Lv5","2030/04/24 14:59:59","83305","0","0","增益者職階的專精強化用素材。可以用來強化魔法防禦力提升。","0","34","0"
"2015/12/17 15:00:00","9999","0","【增益者】增益強化專精Lv1","2030/04/24 14:59:59","83401","0","0","增益者職階的專精強化用素材。可以用來強化增益強化。","0","34","0"
"2015/12/17 15:00:00","9999","0","【增益者】增益強化專精Lv2","2030/04/24 14:59:59","83402","0","0","增益者職階的專精強化用素材。可以用來強化增益強化。","0","34","0"
"2015/12/17 15:00:00","9999","0","【增益者】增益強化專精Lv3","2030/04/24 14:59:59","83403","0","0","增益者職階的專精強化用素材。可以用來強化增益強化。","0","34","0"
"2015/12/17 15:00:00","9999","0","【增益者】增益強化專精Lv4","2030/04/24 14:59:59","83404","0","0","增益者職階的專精強化用素材。可以用來強化增益強化。","0","34","0"
"2015/12/17 15:00:00","9999","0","【增益者】增益強化專精Lv5","2030/04/24 14:59:59","83405","0","0","增益者職階的專精強化用素材。可以用來強化增益強化。","0","34","0"
"2015/12/17 15:00:00","9999","0","【減益者】ＨＰ提升專精Lv1","2030/04/24 14:59:59","84101","0","0","減益者職階的專精強化用素材。可以用來強化ＨＰ提升。","0","34","0"
"2015/12/17 15:00:00","9999","0","【減益者】ＨＰ提升專精Lv2","2030/04/24 14:59:59","84102","0","0","減益者職階的專精強化用素材。可以用來強化ＨＰ提升。","0","34","0"
"2015/12/17 15:00:00","9999","0","【減益者】ＨＰ提升專精Lv3","2030/04/24 14:59:59","84103","0","0","減益者職階的專精強化用素材。可以用來強化ＨＰ提升。","0","34","0"
"2015/12/17 15:00:00","9999","0","【減益者】ＨＰ提升專精Lv4","2030/04/24 14:59:59","84104","0","0","減益者職階的專精強化用素材。可以用來強化ＨＰ提升。","0","34","0"
"2015/12/17 15:00:00","9999","0","【減益者】ＨＰ提升專精Lv5","2030/04/24 14:59:59","84105","0","0","減益者職階的專精強化用素材。可以用來強化ＨＰ提升。","0","34","0"
"2015/12/17 15:00:00","9999","0","【減益者】物理防禦力提升專精Lv1","2030/04/24 14:59:59","84201","0","0","減益者職階的專精強化用素材。可以用來強化物理防禦力提升。","0","34","0"
"2015/12/17 15:00:00","9999","0","【減益者】物理防禦力提升專精Lv2","2030/04/24 14:59:59","84202","0","0","減益者職階的專精強化用素材。可以用來強化物理防禦力提升。","0","34","0"
"2015/12/17 15:00:00","9999","0","【減益者】物理防禦力提升專精Lv3","2030/04/24 14:59:59","84203","0","0","減益者職階的專精強化用素材。可以用來強化物理防禦力提升。","0","34","0"
"2015/12/17 15:00:00","9999","0","【減益者】物理防禦力提升專精Lv4","2030/04/24 14:59:59","84204","0","0","減益者職階的專精強化用素材。可以用來強化物理防禦力提升。","0","34","0"
"2015/12/17 15:00:00","9999","0","【減益者】物理防禦力提升專精Lv5","2030/04/24 14:59:59","84205","0","0","減益者職階的專精強化用素材。可以用來強化物理防禦力提升。","0","34","0"
"2015/12/17 15:00:00","9999","0","【減益者】魔法防禦力提升專精Lv1","2030/04/24 14:59:59","84301","0","0","減益者職階的專精強化用素材。可以用來強化魔法防禦力提升。","0","34","0"
"2015/12/17 15:00:00","9999","0","【減益者】魔法防禦力提升專精Lv2","2030/04/24 14:59:59","84302","0","0","減益者職階的專精強化用素材。可以用來強化魔法防禦力提升。","0","34","0"
"2015/12/17 15:00:00","9999","0","【減益者】魔法防禦力提升專精Lv3","2030/04/24 14:59:59","84303","0","0","減益者職階的專精強化用素材。可以用來強化魔法防禦力提升。","0","34","0"
"2015/12/17 15:00:00","9999","0","【減益者】魔法防禦力提升專精Lv4","2030/04/24 14:59:59","84304","0","0","減益者職階的專精強化用素材。可以用來強化魔法防禦力提升。","0","34","0"
"2015/12/17 15:00:00","9999","0","【減益者】魔法防禦力提升專精Lv5","2030/04/24 14:59:59","84305","0","0","減益者職階的專精強化用素材。可以用來強化魔法防禦力提升。","0","34","0"
"2015/12/17 15:00:00","9999","0","【減益者】減益強化專精Lv1","2030/04/24 14:59:59","84401","0","0","減益者職階的專精強化用素材。可以用來強化減益強化。","0","34","0"
"2015/12/17 15:00:00","9999","0","【減益者】減益強化專精Lv2","2030/04/24 14:59:59","84402","0","0","減益者職階的專精強化用素材。可以用來強化減益強化。","0","34","0"
"2015/12/17 15:00:00","9999","0","【減益者】減益強化專精Lv3","2030/04/24 14:59:59","84403","0","0","減益者職階的專精強化用素材。可以用來強化減益強化。","0","34","0"
"2015/12/17 15:00:00","9999","0","【減益者】減益強化專精Lv4","2030/04/24 14:59:59","84404","0","0","減益者職階的專精強化用素材。可以用來強化減益強化。","0","34","0"
"2015/12/17 15:00:00","9999","0","【減益者】減益強化專精Lv5","2030/04/24 14:59:59","84405","0","0","減益者職階的專精強化用素材。可以用來強化減益強化。","0","34","0"
"2015/12/17 15:00:00","9999","0","【增幅者】ＨＰ提升專精Lv1","2030/04/24 14:59:59","85101","0","0","增幅者職階的專精強化用素材。可以用來強化ＨＰ提升。","0","34","0"
"2015/12/17 15:00:00","9999","0","【增幅者】ＨＰ提升專精Lv2","2030/04/24 14:59:59","85102","0","0","增幅者職階的專精強化用素材。可以用來強化ＨＰ提升。","0","34","0"
"2015/12/17 15:00:00","9999","0","【增幅者】ＨＰ提升專精Lv3","2030/04/24 14:59:59","85103","0","0","增幅者職階的專精強化用素材。可以用來強化ＨＰ提升。","0","34","0"
"2015/12/17 15:00:00","9999","0","【增幅者】ＨＰ提升專精Lv4","2030/04/24 14:59:59","85104","0","0","增幅者職階的專精強化用素材。可以用來強化ＨＰ提升。","0","34","0"
"2015/12/17 15:00:00","9999","0","【增幅者】ＨＰ提升專精Lv5","2030/04/24 14:59:59","85105","0","0","增幅者職階的專精強化用素材。可以用來強化ＨＰ提升。","0","34","0"
"2015/12/17 15:00:00","9999","0","【增幅者】物理防禦力提升專精Lv1","2030/04/24 14:59:59","85201","0","0","增幅者職階的專精強化用素材。可以用來強化物理防禦力提升。","0","34","0"
"2015/12/17 15:00:00","9999","0","【增幅者】物理防禦力提升專精Lv2","2030/04/24 14:59:59","85202","0","0","增幅者職階的專精強化用素材。可以用來強化物理防禦力提升。","0","34","0"
"2015/12/17 15:00:00","9999","0","【增幅者】物理防禦力提升專精Lv3","2030/04/24 14:59:59","85203","0","0","增幅者職階的專精強化用素材。可以用來強化物理防禦力提升。","0","34","0"
"2015/12/17 15:00:00","9999","0","【增幅者】物理防禦力提升專精Lv4","2030/04/24 14:59:59","85204","0","0","增幅者職階的專精強化用素材。可以用來強化物理防禦力提升。","0","34","0"
"2015/12/17 15:00:00","9999","0","【增幅者】物理防禦力提升專精Lv5","2030/04/24 14:59:59","85205","0","0","增幅者職階的專精強化用素材。可以用來強化物理防禦力提升。","0","34","0"
"2015/12/17 15:00:00","9999","0","【增幅者】魔法防禦力提升專精Lv1","2030/04/24 14:59:59","85301","0","0","增幅者職階的專精強化用素材。可以用來強化魔法防禦力提升。","0","34","0"
"2015/12/17 15:00:00","9999","0","【增幅者】魔法防禦力提升專精Lv2","2030/04/24 14:59:59","85302","0","0","增幅者職階的專精強化用素材。可以用來強化魔法防禦力提升。","0","34","0"
"2015/12/17 15:00:00","9999","0","【增幅者】魔法防禦力提升專精Lv3","2030/04/24 14:59:59","85303","0","0","增幅者職階的專精強化用素材。可以用來強化魔法防禦力提升。","0","34","0"
"2015/12/17 15:00:00","9999","0","【增幅者】魔法防禦力提升專精Lv4","2030/04/24 14:59:59","85304","0","0","增幅者職階的專精強化用素材。可以用來強化魔法防禦力提升。","0","34","0"
"2015/12/17 15:00:00","9999","0","【增幅者】魔法防禦力提升專精Lv5","2030/04/24 14:59:59","85305","0","0","增幅者職階的專精強化用素材。可以用來強化魔法防禦力提升。","0","34","0"
"2015/12/17 15:00:00","9999","0","【增幅者】ＴＰ蓄力專精Lv1","2030/04/24 14:59:59","85401","0","0","增幅者職階的專精強化用素材。可以用來強化ＴＰ蓄力。","0","34","0"
"2015/12/17 15:00:00","9999","0","【增幅者】ＴＰ蓄力專精Lv2","2030/04/24 14:59:59","85402","0","0","增幅者職階的專精強化用素材。可以用來強化ＴＰ蓄力。","0","34","0"
"2015/12/17 15:00:00","9999","0","【增幅者】ＴＰ蓄力專精Lv3","2030/04/24 14:59:59","85403","0","0","增幅者職階的專精強化用素材。可以用來強化ＴＰ蓄力。","0","34","0"
"2015/12/17 15:00:00","9999","0","【增幅者】ＴＰ蓄力專精Lv4","2030/04/24 14:59:59","85404","0","0","增幅者職階的專精強化用素材。可以用來強化ＴＰ蓄力。","0","34","0"
"2015/12/17 15:00:00","9999","0","【增幅者】ＴＰ蓄力專精Lv5","2030/04/24 14:59:59","85405","0","0","增幅者職階的專精強化用素材。可以用來強化ＴＰ蓄力。","0","34","0"
"2015/12/17 15:00:00","9999","0","【治療者】ＨＰ提升專精Lv1","2030/04/24 14:59:59","86101","0","0","治療者職階的專精強化用素材。可以用來強化ＨＰ提升。","0","34","0"
"2015/12/17 15:00:00","9999","0","【治療者】ＨＰ提升專精Lv2","2030/04/24 14:59:59","86102","0","0","治療者職階的專精強化用素材。可以用來強化ＨＰ提升。","0","34","0"
"2015/12/17 15:00:00","9999","0","【治療者】ＨＰ提升專精Lv3","2030/04/24 14:59:59","86103","0","0","治療者職階的專精強化用素材。可以用來強化ＨＰ提升。","0","34","0"
"2015/12/17 15:00:00","9999","0","【治療者】ＨＰ提升專精Lv4","2030/04/24 14:59:59","86104","0","0","治療者職階的專精強化用素材。可以用來強化ＨＰ提升。","0","34","0"
"2015/12/17 15:00:00","9999","0","【治療者】ＨＰ提升專精Lv5","2030/04/24 14:59:59","86105","0","0","治療者職階的專精強化用素材。可以用來強化ＨＰ提升。","0","34","0"
"2015/12/17 15:00:00","9999","0","【治療者】物理防禦力提升專精Lv1","2030/04/24 14:59:59","86201","0","0","治療者職階的專精強化用素材。可以用來強化物理防禦力提升。","0","34","0"
"2015/12/17 15:00:00","9999","0","【治療者】物理防禦力提升專精Lv2","2030/04/24 14:59:59","86202","0","0","治療者職階的專精強化用素材。可以用來強化物理防禦力提升。","0","34","0"
"2015/12/17 15:00:00","9999","0","【治療者】物理防禦力提升專精Lv3","2030/04/24 14:59:59","86203","0","0","治療者職階的專精強化用素材。可以用來強化物理防禦力提升。","0","34","0"
"2015/12/17 15:00:00","9999","0","【治療者】物理防禦力提升專精Lv4","2030/04/24 14:59:59","86204","0","0","治療者職階的專精強化用素材。可以用來強化物理防禦力提升。","0","34","0"
"2015/12/17 15:00:00","9999","0","【治療者】物理防禦力提升專精Lv5","2030/04/24 14:59:59","86205","0","0","治療者職階的專精強化用素材。可以用來強化物理防禦力提升。","0","34","0"
"2015/12/17 15:00:00","9999","0","【治療者】魔法防禦力提升專精Lv1","2030/04/24 14:59:59","86301","0","0","治療者職階的專精強化用素材。可以用來強化魔法防禦力提升。","0","34","0"
"2015/12/17 15:00:00","9999","0","【治療者】魔法防禦力提升專精Lv2","2030/04/24 14:59:59","86302","0","0","治療者職階的專精強化用素材。可以用來強化魔法防禦力提升。","0","34","0"
"2015/12/17 15:00:00","9999","0","【治療者】魔法防禦力提升專精Lv3","2030/04/24 14:59:59","86303","0","0","治療者職階的專精強化用素材。可以用來強化魔法防禦力提升。","0","34","0"
"2015/12/17 15:00:00","9999","0","【治療者】魔法防禦力提升專精Lv4","2030/04/24 14:59:59","86304","0","0","治療者職階的專精強化用素材。可以用來強化魔法防禦力提升。","0","34","0"
"2015/12/17 15:00:00","9999","0","【治療者】魔法防禦力提升專精Lv5","2030/04/24 14:59:59","86305","0","0","治療者職階的專精強化用素材。可以用來強化魔法防禦力提升。","0","34","0"
"2015/12/17 15:00:00","9999","0","【治療者】恢復強化專精Lv1","2030/04/24 14:59:59","86401","0","0","治療者職階的專精強化用素材。可以用來強化恢復強化。","0","34","0"
"2015/12/17 15:00:00","9999","0","【治療者】恢復強化專精Lv2","2030/04/24 14:59:59","86402","0","0","治療者職階的專精強化用素材。可以用來強化恢復強化。","0","34","0"
"2015/12/17 15:00:00","9999","0","【治療者】恢復強化專精Lv3","2030/04/24 14:59:59","86403","0","0","治療者職階的專精強化用素材。可以用來強化恢復強化。","0","34","0"
"2015/12/17 15:00:00","9999","0","【治療者】恢復強化專精Lv4","2030/04/24 14:59:59","86404","0","0","治療者職階的專精強化用素材。可以用來強化恢復強化。","0","34","0"
"2015/12/17 15:00:00","9999","0","【治療者】恢復強化專精Lv5","2030/04/24 14:59:59","86405","0","0","治療者職階的專精強化用素材。可以用來強化恢復強化。","0","34","0"
"2015/12/17 15:00:00","9999","0","【掩護者】ＨＰ提升專精Lv1","2030/04/24 14:59:59","87101","0","0","掩護者職階的專精強化用素材。可以用來強化ＨＰ提升。","0","34","0"
"2015/12/17 15:00:00","9999","0","【掩護者】ＨＰ提升專精Lv2","2030/04/24 14:59:59","87102","0","0","掩護者職階的專精強化用素材。可以用來強化ＨＰ提升。","0","34","0"
"2015/12/17 15:00:00","9999","0","【掩護者】ＨＰ提升專精Lv3","2030/04/24 14:59:59","87103","0","0","掩護者職階的專精強化用素材。可以用來強化ＨＰ提升。","0","34","0"
"2015/12/17 15:00:00","9999","0","【掩護者】ＨＰ提升專精Lv4","2030/04/24 14:59:59","87104","0","0","掩護者職階的專精強化用素材。可以用來強化ＨＰ提升。","0","34","0"
"2015/12/17 15:00:00","9999","0","【掩護者】ＨＰ提升專精Lv5","2030/04/24 14:59:59","87105","0","0","掩護者職階的專精強化用素材。可以用來強化ＨＰ提升。","0","34","0"
"2015/12/17 15:00:00","9999","0","【掩護者】物理防禦力提升專精Lv1","2030/04/24 14:59:59","87201","0","0","掩護者職階的專精強化用素材。可以用來強化物理防禦力提升。","0","34","0"
"2015/12/17 15:00:00","9999","0","【掩護者】物理防禦力提升專精Lv2","2030/04/24 14:59:59","87202","0","0","掩護者職階的專精強化用素材。可以用來強化物理防禦力提升。","0","34","0"
"2015/12/17 15:00:00","9999","0","【掩護者】物理防禦力提升專精Lv3","2030/04/24 14:59:59","87203","0","0","掩護者職階的專精強化用素材。可以用來強化物理防禦力提升。","0","34","0"
"2015/12/17 15:00:00","9999","0","【掩護者】物理防禦力提升專精Lv4","2030/04/24 14:59:59","87204","0","0","掩護者職階的專精強化用素材。可以用來強化物理防禦力提升。","0","34","0"
"2015/12/17 15:00:00","9999","0","【掩護者】物理防禦力提升專精Lv5","2030/04/24 14:59:59","87205","0","0","掩護者職階的專精強化用素材。可以用來強化物理防禦力提升。","0","34","0"
