5175442af2f57ae5b7603b8a4288537f61cb7fc18c04e5c83bbdc41ac7dcb1da,d10b535a0b22c7c7c0663051e6f69faf0b15cb5915662f40f3091eb1c4712a95,8f792c37527ec6f526bdab77a7a8462d79f66c62b3c48c8cacd282f04a6fdf13,7b21c39cc33e204106d1f1202759ef52629b1ec07d577dc85ff70f68ce7ae0a4,e2a27021a5313998666abd3a7c2ce439d57b9a6554d5496630a08b8d111df59d,68be54758e8fa57b3dcc68e18c8fecd971962ae43a81761edd2f71e810866936,d6dc4bb53e7d3f26637efa1666c5e1401cd19b467ab7e685127c0125382d0d45,58ec2fc796b285e92e59199bdd154bb9b05e7a5e5ca716c0555c4bbb5de8fb39,3367af2920d34bbad4615d633b096e760af2afc6d53bad63060534ffe07d5132,d80fea3bc0db57593bf4c41910ff18a08c71c95114c28f488eaa101134ff0c9f,debdf698d1a3eaad791ba7f5c1a35936176588ed84355d761f63ba83306d00b9,f97964bed280a9d02698cfd223f90cce26039573cec070186137804b92550044,e33356d6a26778fd9f4816d687a21fc91049172d4d4e9ac443b137106c8673df,89de383021b4e7ebb926ec5b6855274c98bc2f84d7041640734970fe9e39da3b,d3b39cdce4eda18881a4953149d240c903b5394e4bbb8df5283fdb071e600574,03412facb54e97cacff7c425c525977aa474615583e737799bdb539a4debdc0d,2eeac80b7a95a0effdff046f63536ade0f645a29ad4cb83c15acdd520c96d0b5,50ef183f4906e67b91bc92d6708fae7f90577e4076642bba7946ec349d9bbdb7,55a93c07ac0e0ee3926c7e485157b69df30ef15e42625758e858f5625daa4401,bc9360f516b7e44d43436495436b6eca184627bd7c6eec81a6a10993161a7f4f,642105316351012705d9ad59b0f06844ea4724ca27785af111d52eedf4099d3e,78b9a32021e0f692ae3439194faa6d0a44794ace1c84692f2ce0b95ca0564574,95c76cba8bbd66cae7e062becf736f027bf8487d7846650ccbe70b7c96db110f,8465e290570e7d0bd2539a7753ea023745aeab1c5809089c7e3cdb18afd33122,64be23aa8cfdadc154a5d3053365fe738be7a4acbabe8f9f39301028043134bb,2b0c10338fd05288538b894366a20380d6b5f28cfaefda4d593266560d07d06b,d04275f35d3a3f862376a9a1721480eb5d19e57eac83b3154620ebebf8624c01,275a354950256bc20850e3026d5da79db7b2f9fe2c5786ff55b6d96f0fe92d71,dd94c1f1bb8cc07f6b98cefbe71f0ae0c45887ee87144f682e842d7f62d8b746,5e848fd38509ce79085dc5dc752cd112df962a97953d00463eae7b4377926b51,e24522aeabe1ea2a77d281de61821a8c504ff03235043913ff13b2eff74a6d12,75d2289bbd475825a3566016ee1643762f3b7e87f3216256646af91c07aab510,c02e577be18b10f05285108b7a3fad788a7020caeae53753181673e2845fb866,3ea5dab181f6fdaa8cba975f209b182de12d8ce9c2e2ae31fa91654bb3c66919,bc843a6bb6f5c7e94343f07298df4cdd49d00b47515e712534c055d89bc3b09f,1058a789a6963c1154c8eeaf5bd6081e327da84f5d3fe73d521177bdcf5c6b93,064a3c781e65c5cd5f46ef9f8d723194cd361661a7d5acc01cea3e176417bb5f,da8305d66c270c749ef3a1f66ce13afcf78d69f11677a2a5cffa1324ac0628f7,804a433cb1ddf17ff32a903a3accec58c2b04ebbd90f6c04ff3d33506753c974,a77b3f88a80d6a1aa79c5d26200959b1c08f79429c38020504d5e5028533df3f,92c766e1e89240e7975c287aa36efc83792ea87c01edecaa90149fd603ad6bff,759da6bfb09eb439ee76d9f9811f4c9fc353675c0c47309119dd01b528e92ad2,e4a14405359b7a43125432652709fce555a3fe8e5d015f4bb566ba7928b4b200,dda13cf271127022cf25aa36b057130dd92de45cbe83d0cd40080f0a205f63fe,0b4a986e89bbf4f86855c1326752953719c2bb29b8b76886ae5ee53d14276c75,bcf1bd47ac36abd05594318c54689e4fb9ef98c95b224893a2ab5eaa519fcdb9,1ae55f48488f377697b5fd3f6cf849c6efe368ce56e62697469083fc3e7dc651,b9408663e8d3c4b10ba347e19beef43fd9021d149213236027d7723d2185f349,a1669ca76672f50991c3d97ac106da4887ccdeddced8749e87c2bdf9816df788,a98ef679d7d2c2e74ca75f7f8f6ea26d3d84753ae5b773bf341521e8b6760bc2,868aae1923465e79f6307a2e0aaa2ccbdfc147a12c337bf2358962915a6fd2ba,6df89517d610394a56b774edd828a3a7aeb6cade50b45ad6b44f59df848995a8,82b62e54e49b3d48d5962d84b3f17e34c6bf74e1214727557dde6371971255fc,bf726af68c6d5952868eaa889a44dddf0914f017aa8d33a8b0dcd9e1a4d99ee7,d2bce87e296b570f9b6320246cd34904b218a0f12554ff68c15b755d043560a5,0eef71efacaf0c15a2c1bc4b9d7363d7efc6010ae747b26c1cefde671027c069,a7471b6be4171214e40f1393385784d61eb9d196dbf3d53bb953f4c24739016c,3433fd267294c0928147f2c4b2b451ebe2ea0597bde078f1b44945c2ee3c15ca,69ae02d5d666ba613afbc89c5d00d1293fdfb576ddaace210055f74cf1585458,d8c659a07dc9d2818e9c9724d03b877e2d2352b95f9072d13cead93a66655be3,57b4d0aa4698f3d807077fc994c4537a48f3db44330c03e35a56388b61c18391,2dc24e07860a164f4a5fbc3ea3da58605527b8ed9aea3d368ff8567b55b0a4b8,6c435b6cb03aab32853f0dafec468971e9bb97d002124e56e5f3fb4cc22a713b,b1d463a102ed4fd9ce9278895e2cc75a4e6106b8ce398d81c20a88ad4149ad7e,cc7076cf25ae59efed98dc5a7b397bc068dc385fc93b62a3656561abb534c4eb
"0","0","0","0","0","1","303","0","0","303","303","0","0","0","0","0","303","0","303","0","0","0","0","0","401","0","0","4","0","0","0","0","0","303","0","0","0","303","0","0","0","0","103","120","0","303","0","402801","428","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","301","0","0","2","0","301","301","303","303","303","301","0","0","0","0","0","0","303","0","0","301","0","0","0","0","4","0","303","0","301","0","0","301","401","0","303","301","301","301","0","138","0","0","303","120","402802","428","0","0","0","0","403","301","0","301","0","0","303","0","0","301","0","0"
"0","0","0","0","0","3","0","0","0","0","0","303","0","0","0","0","0","0","401","303","0","0","0","120","0","0","0","4","0","303","0","0","0","0","0","0","0","0","0","402","0","0","142","0","0","0","0","402803","428","0","0","0","0","0","0","0","0","0","303","303","303","303","0","303","0"
"0","0","301","0","104","4","0","301","301","0","0","0","301","0","0","0","0","0","0","0","0","0","301","0","0","301","0","4","303","0","0","301","301","0","301","0","303","401","301","301","301","0","150","0","301","0","0","402804","428","0","0","303","0","0","301","0","301","0","303","0","303","303","301","303","303"
"0","0","0","0","0","5","0","0","0","0","0","401","401","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","128","0","402","0","0","402805","428","120","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","402","0","0","4","0","0","402","0","0","0","0","0","0","133","0","0","0","0","0","0","0","0","0","402901","429","0","1","0","0","0","106","0","102","0","0","0","0","0","0","0","0"
"301","0","301","0","0","2","0","0","301","0","0","0","301","0","0","0","0","0","0","0","0","0","301","0","0","301","0","4","0","0","150","301","301","0","301","0","0","105","301","301","301","0","0","0","301","0","0","402902","429","0","1","0","0","0","149","0","0","0","0","0","0","0","301","0","0"
"0","0","0","0","403","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","301","0","402","0","0","0","4","0","0","0","0","0","0","0","0","0","123","0","0","0","301","0","0","0","0","0","402903","429","0","1","0","0","301","135","0","0","0","0","0","0","0","0","0","0"
"303","0","303","0","0","4","0","0","303","0","0","0","303","0","0","0","0","0","0","0","0","301","303","0","0","303","0","4","0","0","150","303","303","0","303","0","0","111","303","303","303","301","0","0","303","0","0","402904","429","0","1","0","0","301","125","0","0","0","0","0","0","0","303","0","0"
"0","0","0","0","0","5","0","0","0","301","301","0","0","0","0","0","301","0","301","0","0","0","0","0","0","0","0","4","0","0","402","0","0","301","0","0","0","110","0","0","0","0","0","301","0","301","0","402905","429","0","1","0","0","0","102","0","135","403","0","0","0","0","0","0","0"
"0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","402","0","0","0","0","0","0","0","402","0","0","4","0","0","402","0","0","0","0","0","0","108","0","0","0","0","0","0","0","0","0","403001","430","0","5","0","0","0","106","0","123","0","0","0","0","0","0","0","0"
"301","0","301","0","0","2","0","0","301","0","0","0","301","0","0","0","0","0","0","0","0","0","301","0","0","301","0","4","0","0","150","301","301","0","301","0","0","135","301","301","301","0","0","0","301","0","0","403002","430","0","5","0","0","0","119","0","0","0","0","0","0","0","301","0","0"
"0","0","0","0","403","3","0","0","0","303","303","0","303","0","0","0","303","0","303","0","0","301","0","402","0","0","0","4","0","0","0","303","0","303","303","0","0","112","303","303","303","301","0","303","403","303","0","403003","430","0","5","0","0","301","134","0","0","0","0","0","0","0","303","0","0"
"303","0","303","0","0","4","0","0","303","0","0","0","0","0","0","0","0","0","0","0","0","301","303","0","0","303","0","4","0","0","150","0","303","0","0","0","0","110","0","0","0","301","0","0","303","0","0","403004","430","0","5","0","0","301","112","0","102","0","0","0","0","0","0","0","0"
"0","0","0","0","0","5","0","0","0","0","0","0","301","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","402","301","0","0","301","0","0","104","301","301","301","0","0","0","0","0","0","403005","430","0","5","0","0","0","119","0","0","403","0","0","0","0","301","0","0"
"0","0","0","0","0","1","0","0","0","0","0","0","303","0","0","0","0","0","0","0","0","0","0","0","402","0","0","4","0","0","402","303","0","403","303","0","0","109","303","303","303","0","0","0","0","0","0","403101","431","0","2","0","0","0","125","0","0","0","0","0","0","0","303","0","0"
"301","0","301","0","0","2","0","0","301","303","303","0","303","0","0","0","303","0","303","0","0","0","301","0","0","301","0","4","0","0","150","303","301","303","303","0","0","150","303","303","303","0","0","303","301","303","0","403102","431","0","2","0","0","0","103","0","128","0","0","0","0","0","303","0","0"
"0","0","0","0","403","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","301","0","402","0","0","0","4","0","0","0","0","0","0","0","0","0","102","0","0","0","301","0","0","403","0","0","403103","431","0","2","0","0","301","132","0","0","0","0","0","0","0","0","0","0"
"303","0","303","0","0","4","0","0","303","301","301","0","0","0","0","0","301","0","301","0","0","301","303","0","0","303","0","4","0","0","150","0","303","301","0","0","0","123","0","0","0","301","0","301","303","301","0","403104","431","0","2","0","0","301","144","0","0","403","0","0","0","0","0","0","0"
"0","0","0","0","0","5","0","0","0","0","0","0","301","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","402","301","0","0","301","0","0","112","301","301","301","0","0","0","0","0","0","403105","431","0","2","0","0","0","110","0","102","0","0","0","0","0","301","0","0"
"0","0","0","0","0","1","0","0","0","0","401","401","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","104","0","0","401","0","0","0","0","0","0","0","0","0","0","0","0","0","403201","432","0","3","0","0","0","108","401","0","0","0","0","0","0","0","0","401"
"301","0","301","0","0","2","0","0","301","301","301","301","0","0","0","0","301","0","301","301","0","0","301","301","0","301","0","4","0","301","0","0","301","301","0","0","0","301","0","0","0","0","0","301","301","301","301","403202","432","0","3","0","0","0","146","0","0","0","301","301","0","301","0","301","0"
"0","0","0","0","0","3","0","0","0","0","0","0","303","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","303","0","0","303","0","0","0","303","303","303","0","0","0","0","0","0","403203","432","0","3","0","0","0","119","0","0","0","401","0","0","0","303","0","0"
"0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","403204","432","0","3","0","0","0","106","0","102","0","0","0","0","0","0","0","0"
"0","0","0","0","0","5","0","0","0","0","401","0","301","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","301","0","0","301","0","0","0","301","301","301","0","0","0","0","0","0","403205","432","0","3","0","0","0","150","0","0","0","0","0","0","0","301","0","0"
"0","0","0","0","303","1","303","0","0","0","303","0","0","0","0","0","303","0","303","0","0","0","0","303","0","402","0","4","0","0","0","0","0","303","0","0","0","0","0","0","0","0","0","303","0","303","0","403301","433","0","0","0","0","0","122","0","0","0","303","0","303","303","0","303","303"
"0","105","0","0","0","2","0","0","0","408","0","108","303","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","402","0","0","303","0","0","303","0","0","0","303","303","303","0","0","0","0","0","0","403302","433","0","0","0","0","0","140","0","0","0","0","0","0","0","303","0","0"
"301","0","301","0","301","3","301","0","301","0","301","0","0","0","0","0","301","0","301","0","0","0","301","301","405","301","0","4","0","0","0","0","301","301","0","0","0","0","0","0","0","0","0","301","301","301","0","403303","433","0","0","0","0","0","102","0","133","0","301","0","301","301","0","301","301"
"303","102","303","0","301","4","301","0","303","403","301","103","301","0","0","0","301","0","301","0","0","0","303","301","0","303","0","4","403","0","0","301","303","301","301","0","0","0","301","301","301","0","0","301","303","301","0","403304","433","0","0","0","0","0","133","0","0","0","301","0","301","301","301","301","301"
"0","0","0","0","301","5","301","0","0","0","301","0","0","0","0","0","301","0","301","0","0","0","0","301","0","0","0","4","0","0","102","0","0","301","0","0","0","0","0","0","0","0","0","301","0","301","0","403305","433","0","0","0","0","0","106","0","0","0","301","0","301","301","0","301","301"
"0","0","0","0","303","1","303","0","0","0","303","0","303","0","0","0","303","0","303","0","0","0","0","303","0","0","0","4","0","0","0","303","0","303","303","0","0","0","303","303","303","0","0","303","0","303","0","403401","434","0","3","0","0","0","150","0","0","0","303","0","303","303","303","303","303"
"303","105","303","0","0","2","0","0","303","408","0","108","0","0","0","0","0","0","0","0","0","0","303","0","0","303","0","4","402","0","0","0","303","0","0","0","0","0","0","0","0","0","0","0","303","0","0","403402","434","0","3","0","0","0","110","0","101","0","0","0","0","0","0","0","0"
"0","0","0","0","301","3","301","0","0","0","301","0","301","0","0","0","301","0","301","0","0","0","0","301","405","0","0","4","0","0","0","301","0","301","301","0","0","0","301","301","301","0","0","301","0","301","0","403403","434","0","3","0","0","0","140","0","0","0","301","0","301","301","301","301","301"
"303","102","303","0","301","4","301","0","303","403","301","103","0","0","0","0","301","0","301","0","0","0","303","301","0","303","0","4","403","0","0","0","303","301","0","0","0","0","0","0","0","0","0","301","303","301","0","403404","434","0","3","0","0","0","133","0","0","0","301","0","301","301","0","301","301"
"0","0","0","0","301","5","301","0","0","0","301","0","0","0","0","0","301","0","301","0","0","0","0","301","0","0","0","4","0","0","102","0","0","301","0","0","0","0","0","0","0","0","0","301","0","301","0","403405","434","0","3","0","0","0","125","0","0","0","301","0","301","301","0","301","301"
"401","0","0","0","303","1","303","0","0","0","303","0","303","0","0","0","303","0","303","0","0","0","0","303","0","0","0","4","0","0","0","303","0","303","303","0","0","0","303","303","303","0","0","303","0","303","0","403501","435","0","-4","0","0","0","150","0","0","0","303","0","303","303","303","303","303"
"0","105","0","0","0","2","0","0","0","402","0","101","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","407","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","403502","435","0","-4","0","0","0","102","0","148","0","0","0","0","0","0","0","0"
"303","0","303","0","301","3","301","0","303","0","301","0","301","0","0","0","301","0","301","0","0","0","303","301","405","303","0","4","0","0","0","301","303","301","301","0","0","0","301","301","301","0","0","301","303","301","0","403503","435","0","-4","0","401","0","140","0","0","0","301","0","301","301","301","301","301"
"0","102","0","0","301","4","301","0","0","405","301","105","0","0","0","0","301","0","301","0","0","0","0","301","0","0","0","4","409","0","0","0","0","301","0","0","0","0","0","0","0","0","0","301","0","301","0","403504","435","0","-4","0","0","0","133","0","0","0","301","0","301","301","0","301","301"
"0","0","0","0","301","5","301","0","0","0","301","0","0","0","0","0","301","0","301","0","0","0","0","301","0","0","0","4","0","0","0","0","0","301","0","0","0","0","0","0","0","0","0","301","0","301","0","403505","435","0","-4","0","0","0","111","0","0","0","301","0","301","301","0","301","301"
"401","0","0","0","303","1","303","0","0","0","303","0","303","0","0","0","303","0","303","0","0","0","0","303","0","0","0","4","0","0","0","303","0","303","303","0","0","0","303","303","303","0","0","303","0","303","0","403601","436","0","-4","0","0","0","150","0","0","0","303","0","303","303","303","303","303"
"0","105","0","0","0","2","0","0","0","402","0","101","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","407","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","403602","436","0","-4","0","0","0","111","0","101","0","0","0","0","0","0","0","0"
"303","0","303","0","301","3","301","0","303","0","301","0","301","0","0","0","301","0","301","0","0","0","303","301","405","303","0","4","0","0","0","301","303","301","301","0","0","0","301","301","301","0","0","301","303","301","0","403603","436","0","-4","0","401","0","140","0","0","0","301","0","301","301","301","301","301"
"0","102","0","0","301","4","301","0","0","405","301","105","0","0","0","0","301","0","301","0","0","0","0","301","0","0","0","4","409","0","0","0","0","301","0","0","0","0","0","0","0","0","0","301","0","301","0","403604","436","0","-4","0","0","0","133","0","0","0","301","0","301","301","0","301","301"
"0","0","0","0","301","5","301","0","0","0","301","0","0","0","0","0","301","0","301","0","0","0","0","301","0","0","0","4","0","0","0","0","0","301","0","0","0","0","0","0","0","0","0","301","0","301","0","403605","436","0","-4","0","0","0","115","0","0","0","301","0","301","301","0","301","301"
"0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","303","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","303","103","0","0","0","0","403701","437","120","-1","0","303","303","0","303","0","0","0","0","0","401","0","0","0"
"0","0","0","0","120","2","0","301","0","401","0","0","301","0","0","0","0","0","0","0","0","0","301","301","0","0","0","4","301","0","0","301","0","0","301","0","301","0","301","301","301","0","134","0","0","0","0","403702","437","0","-1","301","0","0","301","0","301","0","301","0","301","301","301","301","301"
"0","0","0","0","0","3","0","301","0","0","0","301","301","0","0","0","401","0","0","301","0","0","301","102","0","0","0","4","0","301","0","301","0","0","301","0","0","0","301","301","301","402","110","0","0","0","0","403703","437","0","-1","0","0","0","301","0","301","0","301","301","301","301","301","301","0"
"0","0","0","0","0","4","0","301","0","301","301","301","301","0","0","0","0","0","0","301","0","0","301","0","0","0","0","4","0","301","0","301","0","0","301","401","0","301","301","301","301","0","118","0","0","301","120","403704","437","0","-1","0","0","0","301","0","301","0","0","301","0","0","301","0","0"
"0","0","0","0","0","5","0","0","0","301","301","0","401","0","0","0","301","0","301","0","0","0","0","0","401","0","0","4","0","0","0","0","0","301","0","0","0","301","0","0","0","0","125","120","401","301","0","403705","437","0","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","1","303","0","0","303","303","0","0","0","0","0","303","0","303","0","0","0","402","0","401","0","0","4","0","0","0","0","0","303","0","0","0","303","0","0","0","0","112","120","0","303","0","403801","438","0","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","301","0","0","2","0","301","301","303","303","303","301","0","0","0","0","0","0","303","0","0","301","0","0","0","0","4","0","303","0","301","0","0","301","401","0","303","301","301","301","0","138","0","0","303","120","403802","438","0","-1","0","0","403","301","0","301","0","0","303","0","0","301","0","0"
"0","0","0","0","0","3","0","0","0","0","0","303","0","0","0","0","0","0","401","303","0","0","0","102","0","0","0","4","303","303","0","0","0","0","0","0","303","0","0","402","0","0","106","0","0","0","0","403803","438","0","-1","303","0","0","0","0","0","0","303","303","303","303","0","303","303"
"301","0","301","0","120","4","0","301","301","0","0","0","301","0","0","0","0","0","0","0","0","301","301","0","0","301","0","4","303","0","301","301","301","0","301","0","303","401","301","301","301","301","150","0","301","0","0","403804","438","301","-1","303","301","301","301","301","301","0","303","0","303","303","301","303","303"
"0","0","0","0","0","5","0","0","0","0","0","401","401","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","128","0","402","0","0","403805","438","120","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","125","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","403901","439","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","2","0","0","0","0","0","0","303","0","0","0","0","0","0","0","0","110","0","0","0","0","0","4","303","0","0","303","0","0","303","401","303","0","303","303","303","303","0","0","0","0","0","403902","439","303","7","303","303","0","0","303","0","0","0","0","0","0","303","0","0"
"0","0","0","303","0","3","0","0","0","0","0","0","0","303","303","303","0","303","0","0","303","148","0","0","303","0","303","4","0","0","0","401","0","0","0","303","0","0","0","0","0","0","0","0","0","0","0","403903","439","0","7","0","0","0","0","0","0","303","0","0","0","0","0","0","103"
"0","0","0","0","0","4","0","303","0","0","0","0","0","0","0","0","0","0","0","0","0","150","0","0","0","0","0","4","301","0","0","303","0","0","303","0","301","0","0","0","303","301","0","0","0","0","0","403904","439","301","7","301","301","0","0","301","303","0","0","0","0","0","303","0","0"
"301","0","301","0","0","5","0","0","150","0","401","0","0","0","401","0","0","0","0","0","0","105","0","0","0","301","0","4","0","0","301","0","301","0","0","0","0","0","0","0","0","0","0","0","301","0","0","403905","439","0","7","0","0","301","0","0","0","0","401","0","0","0","0","0","0"
"0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","125","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","404001","440","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","115","0","0","0","0","0","4","303","0","0","0","0","0","0","401","303","0","0","0","0","303","0","0","0","0","0","404002","440","303","8","303","303","0","0","303","0","0","0","0","0","0","0","0","0"
"0","0","0","303","0","3","0","0","0","0","0","0","0","303","303","303","0","303","0","0","303","110","0","0","303","0","303","4","0","0","0","0","0","0","0","303","0","0","0","0","0","0","0","0","0","0","0","404003","440","0","8","0","0","0","0","0","0","303","0","125","0","0","0","0","101"
"0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","150","0","0","0","0","0","4","301","0","0","0","0","0","0","0","301","0","0","0","0","301","0","0","0","0","0","404004","440","301","8","301","301","0","0","301","0","0","0","0","0","0","0","0","0"
"301","0","301","0","0","5","0","0","122","0","401","0","0","0","401","0","0","0","0","0","0","102","0","0","0","301","0","4","0","0","301","0","301","0","0","0","0","0","0","0","0","0","0","0","301","0","0","404005","440","0","8","0","0","301","0","0","0","0","401","0","0","0","0","0","0"
"110","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","402","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","402","137","0","0","0","0","110","0","0","0","0","404101","441","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","301","402","0","2","0","303","301","0","0","0","303","0","0","0","0","0","0","0","0","0","301","0","0","301","0","4","0","0","0","303","301","0","303","0","0","118","303","102","303","0","123","0","301","0","0","404102","441","0","5","0","0","0","301","0","303","0","0","0","0","0","303","0","0"
"0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","112","0","0","0","0","120","0","0","0","0","404103","441","0","5","0","0","0","0","0","0","0","0","0","0","401","0","0","0"
