63bbb8c65136f09b4c2de9fa19002d9a409c0e2bde56ea8ecf8ba3bcb806a1a0,3d9078d974cd2ef2dcbc96115633be8e72d31dd803ba17db870dfdc8d24d0e1f,a42730ef6d1d60dbfa4042bcabdb67e364686a1c3ac324c290570fdeb4ef6580,621a048bc071ab6766fe3ea7a226ef4f88e9a1355e0a050e90df11748b5dce8d
"1016705","10167","在EXHIBITION中，可以重複和SPECIAL的Boss對戰。\n另外，將戰鬥的記錄存檔後就可以回顧戰鬥內容，\n可以用來找尋您專屬的攻略法或嘗試各種編組不同的隊伍對戰。","3"
"1016801","10168","可透過活動，體驗特別的劇情。\n活動劇情將於進入活動冒險後解放。","1"
"1016802","10168","強大的VERY HARD Boss登場。\nVERY HARD Boss１天能夠討伐１隻。\n做好萬全準備後，小心地進行挑戰吧。","1"
"1016803","10168","討伐證交換是獲得獎勵的機會。\n其中也有記憶碎片跟公主騎士強化素材，\n無論是主人還是各位夥伴，都能有更進一步的成長呢。","1"
"1016804","10168","SPECIAL是有著 3 階段變化的戰鬥模式。\n去取得更豪華的獎勵與任務獎勵吧。\n由於期間中只能挑戰 1 隻，請多花點心思編組隊伍挑戰吧。","3"
"1016805","10168","在EXHIBITION中，可以重複和SPECIAL的Boss對戰。\n另外，將戰鬥的記錄存檔後就可以回顧戰鬥內容，\n可以用來找尋您專屬的攻略法或嘗試各種編組不同的隊伍對戰。","3"
"1016806","10168","挑戰活動任務和BOSS時，有時候會進入\n信賴度章節。依照對話的內容將會提升信賴度，\n達到特定的信賴度時可獲得禮物。","4"
"1016901","10169","可透過活動，體驗特別的劇情。\n活動劇情將於進入活動冒險後解放。","1"
"1016902","10169","強大的VERY HARD Boss登場。\nVERY HARD Boss１天能夠討伐１隻。\n做好萬全準備後，小心地進行挑戰吧。","1"
"1016903","10169","討伐證交換是獲得獎勵的機會。\n其中也有記憶碎片跟公主騎士強化素材，\n無論是主人還是各位夥伴，都能有更進一步的成長呢。","1"
"1016904","10169","SPECIAL是有著 3 階段變化的戰鬥模式。\n去取得更豪華的獎勵與任務獎勵吧。\n由於期間中只能挑戰 1 隻，請多花點心思編組隊伍挑戰吧。","3"
"1016905","10169","在EXHIBITION中，可以重複和SPECIAL的Boss對戰。\n另外，將戰鬥的記錄存檔後就可以回顧戰鬥內容，\n可以用來找尋您專屬的攻略法或嘗試各種編組不同的隊伍對戰。","3"
"1017001","10170","可透過活動，體驗特別的劇情。\n活動劇情將於進入活動冒險後解放。","1"
"1017002","10170","強大的VERY HARD Boss登場。\nVERY HARD Boss１天能夠討伐１隻。\n做好萬全準備後，小心地進行挑戰吧。","1"
"1017003","10170","討伐證交換是獲得獎勵的機會。\n其中也有記憶碎片跟公主騎士強化素材，\n無論是主人還是各位夥伴，都能有更進一步的成長呢。","1"
"1017004","10170","SPECIAL是有著 3 階段變化的戰鬥模式。\n去取得更豪華的獎勵與任務獎勵吧。\n由於期間中只能挑戰 1 隻，請多花點心思編組隊伍挑戰吧。","3"
"1017005","10170","在EXHIBITION中，可以重複和SPECIAL的Boss對戰。\n另外，將戰鬥的記錄存檔後就可以回顧戰鬥內容，\n可以用來找尋您專屬的攻略法或嘗試各種編組不同的隊伍對戰。","3"
"1017101","10171","可透過活動，體驗特別的劇情。\n活動劇情將於進入活動冒險後解放。","1"
"1017102","10171","強大的VERY HARD Boss登場。\nVERY HARD Boss１天能夠討伐１隻。\n做好萬全準備後，小心地進行挑戰吧。","1"
"1017103","10171","討伐證交換是獲得獎勵的機會。\n其中也有記憶碎片跟公主騎士強化素材，\n無論是主人還是各位夥伴，都能有更進一步的成長呢。","1"
"1017104","10171","SPECIAL是有著 3 階段變化的戰鬥模式。\n去取得更豪華的獎勵與任務獎勵吧。\n由於期間中只能挑戰 1 隻，請多花點心思編組隊伍挑戰吧。","3"
"1017105","10171","在EXHIBITION中，可以重複和SPECIAL的Boss對戰。\n另外，將戰鬥的記錄存檔後就可以回顧戰鬥內容，\n可以用來找尋您專屬的攻略法或嘗試各種編組不同的隊伍對戰。","3"
"1017201","10172","可透過活動，體驗特別的劇情。\n活動劇情將於進入活動冒險後解放。","1"
"1017202","10172","達成活動限定的任務後，可解放的角色\n即會登場。在活動期間內\n以完成任務為目標吧。","1"
"1017203","10172","強大的VERY HARD Boss登場。\nVERY HARD Boss１天能夠討伐１隻。\n做好萬全準備後，小心地進行挑戰吧。","1"
"1017204","10172","討伐證交換是獲得獎勵的機會。\n其中也有記憶碎片跟公主騎士強化素材，\n無論是主人還是各位夥伴，都能有更進一步的成長呢。","1"
"1017205","10172","SPECIAL是有著 3 階段變化的戰鬥模式。\n去取得更豪華的獎勵與任務獎勵吧。\n由於期間中只能挑戰 1 隻，請多花點心思編組隊伍挑戰吧。","3"
"1017206","10172","在EXHIBITION中，可以重複和SPECIAL的Boss對戰。\n另外，將戰鬥的記錄存檔後就可以回顧戰鬥內容，\n可以用來找尋您專屬的攻略法或嘗試各種編組不同的隊伍對戰。","3"
"1017301","10173","可透過活動，體驗特別的劇情。\n活動劇情將於進入活動冒險後解放。","1"
"1017302","10173","強大的VERY HARD Boss登場。\nVERY HARD Boss１天能夠討伐１隻。\n做好萬全準備後，小心地進行挑戰吧。","1"
"1017303","10173","討伐證交換是獲得獎勵的機會。\n其中也有記憶碎片跟公主騎士強化素材，\n無論是主人還是各位夥伴，都能有更進一步的成長呢。","1"
"1017304","10173","SPECIAL是有著 3 階段變化的戰鬥模式。\n去取得更豪華的獎勵與任務獎勵吧。\n由於期間中只能挑戰 1 隻，請多花點心思編組隊伍挑戰吧。","3"
"1017305","10173","在EXHIBITION中，可以重複和SPECIAL的Boss對戰。\n另外，將戰鬥的記錄存檔後就可以回顧戰鬥內容，\n可以用來找尋您專屬的攻略法或嘗試各種編組不同的隊伍對戰。","3"
"100210105","10021","可透過活動，體驗特別的劇情。\n活動劇情將於進入活動冒險後解放。","1"
"100210106","10021","達成活動限定的任務後，可解放的角色\n即會登場。在活動期間內\n以完成任務為目標吧。","1"
"100210107","10021","強大的VERY HARD Boss登場。\nVERY HARD Boss１天能夠討伐１隻。\n做好萬全準備後，小心地進行挑戰吧。","1"
"100210108","10021","交換討伐證將是得到獎勵的契機。\n獎勵之中，也包含在活動中登場之角色的記憶碎片。\n多多蒐集，將角色變成夥伴吧。","1"
"100210309","10021","特別戰鬥是有著 3 階段變化的戰鬥模式。\n去取得更豪華的獎勵與任務獎勵吧。\n由於期間中只能挑戰 1 隻，請多花點心思組成隊伍挑戰吧。","3"
"1000802001","10008","為尋求工作而前往溪谷洞窟的杏奈。\n為尋找古文書而前往購買處的七七香。\n聽了村人的願望而朝村莊前進的流夏。\n3個人朝向各自的目的地出發了。","2"
"1000802002","10008","在村裡爽快懲治了惡棍的流夏。\n與害怕報復的村人談過之後，\n她感到溪谷一帶有著暗中活躍的巨惡。\n另一方面，前往溪谷洞窟的杏奈則是……。","2"
"1000802003","10008","杏奈她們雖然在溪谷洞窟開始工作了，\n但該處和先前所說的模樣完全不同，是一處被無法之徒盤據，\n充斥著嚴苛勞動條件的惡劣環境。\n此時，去採買的七七香則是……。","2"
"1000802004","10008","因為某個貴族霸佔了古文書，\n七七香無法達成採購的目的。\n她在回程路上遇到惡棍襲擊，\n急忙走上通往與流夏會合的村莊之路……。","2"
"1000802005","10008","知道溪谷洞窟就是惡棍的大本營後，\n流夏和七七香決定和杏奈等人會合。\n好不容易救出脫逃的杏奈等人，\n她們一時先從洞窟撤退。","2"
"1001002001","10010","獻上心願與進行淨化的神殿。\n由於未能達成的「實體化的願望」會襲擊人們，\n所以與優衣她們一起接受委託來此擔任警衛。\n為了要將報酬拿來當做紅包而參加了警衛的工作。","2"
"1001002002","10010","就算參拜的人在匆忙之中，也是一面幫著其他\n有困難的人，每個人都負責了自己的工作。\n此時遇上了要尋找親人的「實體化的願望」，\n最後與日和她們溫柔地扮演了父母完成了淨化。","2"
"1001002003","10010","雖然大家都習慣了工作，此時卻出現了一個\n想知道如何和女朋友接吻的「實體化的願望」。\n但是，看到了主角抱住倒下的優衣時的樣子，\n就在嘴唇快要親到的前一刻，完成了淨化。","2"
"1001002004","10010","時間越晚，參拜的人變得越多，也跟著忙了起來。\n此時「實體化的願望」出現了。\n那個想要獲得鼓勵而振作的嘆息與徬徨，\n就靠著怜「拼命」的聲援而完成了淨化。","2"
"1001002005","10010","將許多的願望淨化完成後，大家準備想休息時，\n來到了願望最為濃烈的年末前幾小時，\n此時願望一個接著一個的實體化了。\n這些失控的願望化成了一團黑霧籠罩著神殿。","2"
"1001702001","10017","【美食殿堂】一行人遭到一位名叫貝特魯吉烏斯的男人襲擊。\n在千鈞一髮之際將身為魔女教大罪司教的他擊退，\n與【美食殿堂】交情漸深的愛蜜莉雅一行人\n就這樣在【咲戀育幼院】住了下來。","2"
"1001702002","10017","王宮騎士團因大罪司教貝特魯吉烏斯暗地裡的動作頻繁，\n而有所動作，派遣副團長克莉絲提娜前往某個村落。\n愛蜜莉雅一行人從凱留那裡得知大罪司教的動向\n他們一邊戒備著他神秘的能力，一邊前往現場。","2"
"1001702003","10017","一行人趕到陷入苦戰的克莉絲提娜身邊。\n原本看似有利的情勢，卻因魔女教徒的出現瞬間逆轉。\n有愛蜜莉雅一行人加入的【美食殿堂】利用魔法的冰塊\n孤立貝特魯吉烏斯，向他發出最終的挑戰！","2"
"1002802001","10028","為尋求工作而前往溪谷洞窟的杏奈。\n為尋找古文書而前往購買處的七七香。\n聽了村人的願望而朝村莊前進的流夏。\n3個人朝向各自的目的地出發了。","2"
"1002802002","10028","在村裡爽快懲治了惡棍的流夏。\n與害怕報復的村人談過之後，\n她感到溪谷一帶有著暗中活躍的巨惡。\n另一方面，前往溪谷洞窟的杏奈則是……。","2"
"1002802003","10028","杏奈她們雖然在溪谷洞窟開始工作了，\n但該處和先前所說的模樣完全不同，是一處被無法之徒盤據，\n充斥著嚴苛勞動條件的惡劣環境。\n此時，去採買的七七香則是……。","2"
"1002802004","10028","因為某個貴族霸佔了古文書，\n七七香無法達成採購的目的。\n她在回程路上遇到惡棍襲擊，\n急忙走上通往與流夏會合的村莊之路……。","2"
"1002802005","10028","知道溪谷洞窟就是惡棍的大本營後，\n流夏和七七香決定和杏奈等人會合。\n好不容易救出脫逃的杏奈等人，\n她們一時先從洞窟撤退。","2"
"1003202001","10032","獻上心願與進行淨化的神殿。\n由於未能達成的「實體化的願望」會襲擊人們，\n所以與優衣她們一起接受委託來此擔任警衛。\n為了要將報酬拿來當做紅包而參加了警衛的工作。","2"
"1003202002","10032","就算參拜的人在匆忙之中，也是一面幫著其他\n有困難的人，每個人都負責了自己的工作。\n此時遇上了要尋找親人的「實體化的願望」，\n\n最後與日和她們溫柔地扮演了父母完成了淨化。","2"
"1003202003","10032","雖然大家都習慣了工作，此時卻出現了一個\n想知道如何和女朋友接吻的「實體化的願望」。\n但是，看到了主角抱住倒下的優衣時的樣子，\n就在嘴唇快要親到的前一刻，完成了淨化。","2"
"1003202004","10032","時間越晚參拜的人變得越多，也跟著忙了起來。\n此時「實體化的願望」出現了。\n那個想要獲得鼓勵而振作的嘆息與彷徨，\n就靠著怜「拼命」的聲援而完成了淨化。","2"
"1003202005","10032","將許多的願望淨化完成後，大家準備想休息時，\n來到了願望最為濃烈的年末前幾小時，\n此時願望一個接著一個的實體化了。\n這些失控的願望化成了一團黑霧籠罩著神殿。","2"
"1005302001","10053","【美食殿堂】一行人遭到一位名叫貝特魯吉烏斯的男人襲擊。\n在千鈞一髮之際將身為魔女教大罪司教的他擊退，\n與【美食殿堂】交情漸深的愛蜜莉雅一行人\n就這樣在【咲戀育幼院】住了下來。","2"
"1005302002","10053","王宮騎士團因大罪司教貝特魯吉烏斯暗地裡的動作頻繁，\n而有所動作，派遣副團長克莉絲提娜前往某個村落。\n愛蜜莉雅一行人從凱留那裡得知大罪司教的動向\n他們一邊戒備著他神秘的能力，一邊前往現場。","2"
"1005302003","10053","一行人趕到陷入苦戰的克莉絲提娜身邊。\n原本看似有利的情勢，卻因魔女教徒的出現瞬間逆轉。\n有愛蜜莉雅一行人加入的【美食殿堂】利用魔法的冰塊\n孤立貝特魯吉烏斯，向他發出最終的挑戰！","2"
"1008402001","10032","為了叫醒沉睡後一直沒有甦醒的主角，可可蘿\n一行人與蘭德索爾的居民們一起使出了渾身解數。\n儘管她們企圖透過有些過火的方法叫醒他，\n卻還是得不到令人滿意的結果。","2"
"1008402002","10032","許多人紛紛來到【美食殿堂】的公會小屋。\n雪菲等人下定決心要親自完成\n他答應過的請託或約定，\n卻對那超乎想像的緊湊行程感到驚愕。","2"
"1008502001","10085","貪吃佩可等人想要回到蘭德索爾，\n凱留等人希望重視的人能醒來，\n他們都在無法與彼此接觸的世界\n尋找自己能做到的事情，不斷追求答案。","2"
"1008502002","10085","為了解決目前發生的情況，凱留一行人\n登上索爾之塔。不論在前方等待的是什麼，\n她們的腳步都沒有任何迷惘，\n並為了重視的人不斷前行。","2"
"1011202001","10112","為了叫醒沉睡後一直沒有甦醒的主角，可可蘿\n一行人與蘭德索爾的居民們一起使出了渾身解數。\n儘管她們企圖透過有些過火的方法叫醒他，\n卻還是得不到令人滿意的結果。","2"
"1011202002","10112","許多人紛紛來到【美食殿堂】的公會小屋。\n雪菲等人下定決心要親自完成\n他答應過的請託或約定，\n卻對那超乎想像的緊湊行程感到驚愕。","2"
"1011302001","10113","貪吃佩可等人想要回到蘭德索爾，\n凱留等人希望重視的人能醒來，\n他們都在無法與彼此接觸的世界\n尋找自己能做到的事情，不斷追求答案。","2"
